"Time (s)","Angular velocity x (rad/s)","Angular velocity y (rad/s)","Angular velocity z (rad/s)"
1.570000000E1,2.635197889E-1,2.436792388E-2,3.089266853E-2
1.580000000E1,2.914829802E-1,2.330265945E-2,1.025317016E-2
1.590000000E1,2.491387190E-1,2.649845275E-2,-1.344896345E-2
1.600000000E1,2.327602784E-1,2.423476583E-2,-1.717738897E-2
1.610000000E1,2.336923848E-1,2.436792388E-2,4.540689641E-2
1.620000000E1,1.615207195E-1,2.063949837E-2,-9.986854050E-3
1.630000000E1,1.358212151E-1,2.942792993E-2,-7.989483240E-3
1.640000000E1,1.257012030E-1,2.090581448E-2,1.304948929E-2
1.650000000E1,9.161274115E-2,2.503371415E-2,7.456851024E-3
1.660000000E1,7.789746159E-2,3.169161685E-2,1.278317318E-2
1.670000000E1,6.751113338E-2,1.877528561E-2,5.193164106E-3
1.680000000E1,8.375641597E-2,2.330265945E-2,-5.858954376E-3
1.690000000E1,1.218396194E-1,2.077265642E-2,-2.929477188E-3
1.700000000E1,1.422128017E-1,2.370213361E-2,-9.587379888E-3
1.710000000E1,1.840244306E-1,1.877528561E-2,7.323692970E-3
1.720000000E1,2.093244609E-1,2.103897253E-2,2.663161080E-4
1.730000000E1,2.186455247E-1,3.049319437E-2,-2.117213059E-2
1.740000000E1,2.628539986E-1,1.997370810E-2,-6.125270484E-3
1.750000000E1,2.771019104E-1,1.797633729E-2,1.411475372E-2
1.760000000E1,2.724413785E-1,2.969424604E-2,1.038632821E-2
1.770000000E1,2.659166338E-1,2.583266248E-2,-2.330265945E-2
1.780000000E1,2.577939925E-1,2.197107891E-2,1.531317621E-2
1.790000000E1,2.254365854E-1,1.970739199E-2,1.797633729E-2
1.800000000E1,1.898833850E-1,2.210423696E-2,-8.255799348E-3
1.810000000E1,1.661812514E-1,2.569950442E-2,6.391586592E-3
1.820000000E1,1.370196376E-1,2.303634334E-2,5.326322160E-3
1.830000000E1,1.194427744E-1,2.157160475E-2,2.889529772E-2
1.840000000E1,9.147958310E-2,3.075951047E-2,-9.986854050E-3
1.850000000E1,9.534116666E-2,2.463423999E-2,-1.864212756E-3
1.860000000E1,1.065264432E-1,1.491370205E-2,1.318264735E-2
1.870000000E1,1.045290724E-1,2.783003329E-2,-8.388957402E-3
1.880000000E1,1.406149050E-1,2.783003329E-2,9.853695996E-3
1.890000000E1,1.628523000E-1,1.198422486E-2,1.597896648E-3
1.900000000E1,2.129197283E-1,2.703108496E-2,-2.663161080E-3
1.910000000E1,2.396844972E-1,3.115898464E-2,1.584580843E-2
1.920000000E1,2.363555459E-1,1.944107588E-2,1.265001513E-2
1.930000000E1,2.628539986E-1,2.250371113E-2,-5.858954376E-3
1.940000000E1,3.113235303E-1,1.930791783E-2,5.193164106E-3
1.950000000E1,2.793655973E-1,3.222424907E-2,-7.323692970E-3
1.960000000E1,2.681803208E-1,2.277002723E-2,-1.597896648E-2
1.970000000E1,2.854908678E-1,1.984055005E-2,7.989483240E-3
1.980000000E1,2.520681962E-1,2.503371415E-2,1.717738897E-2
1.990000000E1,2.221076341E-1,2.836266550E-2,2.010686615E-2
2.000000000E1,2.178465763E-1,2.530003026E-2,-1.265001513E-2
2.010000000E1,1.826928501E-1,2.729740107E-2,2.783003329E-2
2.020000000E1,1.552622910E-1,2.649845275E-2,1.198422486E-3
2.030000000E1,1.494033366E-1,2.556634637E-2,2.343581750E-2
2.040000000E1,1.311606832E-1,3.528688431E-2,3.262372323E-2
2.050000000E1,1.368864795E-1,2.250371113E-2,-7.989483240E-4
2.060000000E1,1.351554248E-1,3.302319739E-2,2.237055307E-2
2.070000000E1,1.267664674E-1,2.769687523E-2,-9.986854050E-3
2.080000000E1,1.418133275E-1,1.651159870E-2,-9.187905726E-3
2.090000000E1,1.700428350E-1,2.822950745E-2,-2.037318226E-2
2.100000000E1,1.966744458E-1,2.450108194E-2,-8.788431564E-3
2.110000000E1,2.227734243E-1,1.344896345E-2,3.595267458E-3
2.120000000E1,2.451439774E-1,2.676476885E-2,-1.331580540E-3
2.130000000E1,2.611229439E-1,3.568635847E-2,-2.676476885E-2
2.140000000E1,2.849582356E-1,1.677791480E-2,-1.278317318E-2
2.150000000E1,2.841592872E-1,2.024002421E-2,-1.185106681E-2
2.160000000E1,2.824282325E-1,3.102582658E-2,-1.824265340E-2
2.170000000E1,2.906840319E-1,2.902845577E-2,-1.025317016E-2
2.180000000E1,3.147856397E-1,1.584580843E-2,1.038632821E-2
2.190000000E1,3.057308920E-1,1.957423394E-2,1.265001513E-2
2.200000000E1,2.411492358E-1,2.330265945E-2,-4.394215782E-3
2.210000000E1,2.443450291E-1,2.503371415E-2,1.464738594E-3
2.220000000E1,2.404834455E-1,3.102582658E-2,5.725796322E-3
2.230000000E1,2.178465763E-1,2.543318831E-2,3.728425512E-3
2.240000000E1,1.941444427E-1,1.717738897E-2,1.012001210E-2
2.250000000E1,1.973402360E-1,2.143844669E-2,6.657902700E-3
2.260000000E1,1.784317924E-1,1.771002118E-2,1.025317016E-2
2.270000000E1,1.671133578E-1,2.343581750E-2,1.704423091E-2
2.280000000E1,1.617870356E-1,2.783003329E-2,9.321063780E-4
2.290000000E1,1.747033668E-1,1.824265340E-2,-3.328951350E-3
2.300000000E1,1.747033668E-1,1.185106681E-2,-1.757686313E-2
2.310000000E1,1.961418135E-1,1.864212756E-2,-4.261057728E-3
2.320000000E1,1.918807558E-1,2.356897556E-2,-1.331580540E-4
2.330000000E1,2.273007982E-1,2.316950140E-2,5.326322160E-3
2.340000000E1,2.358229136E-1,2.237055307E-2,-4.394215782E-3
2.350000000E1,2.443450291E-1,2.463423999E-2,-1.784317924E-2
2.360000000E1,2.641855791E-1,2.569950442E-2,-3.861583566E-3
2.370000000E1,2.729740107E-1,2.490055610E-2,-6.791060754E-3
2.380000000E1,3.193130135E-1,2.836266550E-2,5.858954376E-3
2.390000000E1,3.130545850E-1,1.597896648E-2,0.000000000E0
2.400000000E1,3.006708859E-1,1.984055005E-2,-2.343581750E-2
2.410000000E1,3.013366762E-1,2.210423696E-2,-1.171790875E-2
2.420000000E1,3.146524816E-1,3.981425815E-2,2.263686918E-2
2.430000000E1,3.017361504E-1,3.728425512E-2,-1.091896043E-2
2.440000000E1,3.127882688E-1,2.556634637E-2,1.584580843E-2
2.450000000E1,2.913498222E-1,2.410160777E-2,-5.592638268E-3
2.460000000E1,2.739061171E-1,1.677791480E-2,-1.331580540E-3
2.470000000E1,2.664492661E-1,2.796319134E-2,-3.994741620E-4
2.480000000E1,2.545981992E-1,2.836266550E-2,-1.078580237E-2
2.490000000E1,2.544650412E-1,1.451422789E-2,1.784317924E-2
2.500000000E1,2.215750019E-1,2.996056215E-2,-3.062635242E-3
2.510000000E1,2.221076341E-1,2.942792993E-2,-3.861583566E-3
2.520000000E1,2.253034274E-1,2.063949837E-2,2.130528864E-3
2.530000000E1,2.286323787E-1,3.022687826E-2,7.856325186E-3
2.540000000E1,2.138518347E-1,2.783003329E-2,-7.989483240E-3
2.550000000E1,2.161155216E-1,2.010686615E-2,3.195793296E-3
2.560000000E1,2.230397404E-1,2.649845275E-2,-4.527373836E-3
2.570000000E1,2.360892297E-1,2.463423999E-2,1.371527956E-2
2.580000000E1,2.340918589E-1,2.476739804E-2,-2.663161080E-4
2.590000000E1,2.379534425E-1,3.328951350E-2,-7.323692970E-3
2.600000000E1,2.552639895E-1,3.222424907E-2,4.527373836E-3
2.610000000E1,2.645850533E-1,1.904160172E-2,-1.744370507E-2
2.620000000E1,2.790992812E-1,2.609897858E-2,-1.877528561E-2
2.630000000E1,2.938798252E-1,2.663161080E-2,-1.331580540E-3
2.640000000E1,3.145193235E-1,8.788431564E-3,1.145159264E-2
2.650000000E1,3.310309222E-1,1.837581145E-2,1.464738594E-3
2.660000000E1,3.215767004E-1,2.836266550E-2,-5.992112430E-3
2.670000000E1,3.458114662E-1,1.304948929E-2,3.595267458E-3
2.680000000E1,3.547330559E-1,2.263686918E-2,2.263686918E-3
2.690000000E1,3.475425209E-1,3.155845880E-2,-1.078580237E-2
2.700000000E1,3.592604297E-1,2.103897253E-2,-7.856325186E-3
2.710000000E1,3.591272716E-1,1.651159870E-2,-6.524744646E-3
2.720000000E1,3.613909586E-1,2.170476280E-2,6.657902700E-4
2.730000000E1,3.535346334E-1,2.356897556E-2,-5.459480214E-3
2.740000000E1,3.512709465E-1,2.490055610E-2,-3.994741620E-4
2.750000000E1,3.500725240E-1,2.077265642E-2,4.127899674E-3
2.760000000E1,3.456783082E-1,2.050634032E-2,-2.663161080E-4
2.770000000E1,3.374225088E-1,2.876213966E-2,6.657902700E-4
2.780000000E1,3.360909283E-1,3.595267458E-2,1.531317621E-2
2.790000000E1,3.190466974E-1,2.902845577E-2,-6.657902700E-3
2.800000000E1,3.142530074E-1,3.648530680E-2,9.720537942E-3
2.810000000E1,3.039998373E-1,3.422161988E-2,-1.864212756E-3
2.820000000E1,2.974750926E-1,2.583266248E-2,5.326322160E-4
2.830000000E1,2.890861352E-1,2.836266550E-2,-2.396844972E-3
2.840000000E1,2.956108799E-1,1.917475978E-2,2.130528864E-3
2.850000000E1,2.832271809E-1,2.543318831E-2,-8.255799348E-3
2.860000000E1,2.833603389E-1,1.571265037E-2,-3.328951350E-3
2.870000000E1,2.775013845E-1,2.530003026E-2,-4.660531890E-3
2.880000000E1,2.828277067E-1,2.356897556E-2,-3.595267458E-3
2.890000000E1,2.856240258E-1,3.102582658E-2,3.994741620E-4
2.900000000E1,2.958771960E-1,2.516687221E-2,-4.660531890E-3
2.910000000E1,2.857571839E-1,1.664475675E-2,-1.358212151E-2
2.920000000E1,2.957440379E-1,1.890844367E-2,-5.326322160E-3
2.930000000E1,3.097256336E-1,2.609897858E-2,6.657902700E-4
2.940000000E1,3.111903722E-1,2.849582356E-2,-6.391586592E-3
2.950000000E1,3.243730195E-1,2.956108799E-2,-9.321063780E-4
2.960000000E1,3.263703904E-1,2.756371718E-2,-2.796319134E-3
2.970000000E1,3.347593478E-1,2.556634637E-2,0.000000000E0
2.980000000E1,3.502056820E-1,1.997370810E-2,1.331580540E-4
2.990000000E1,3.492735756E-1,2.223739502E-2,1.864212756E-3
3.000000000E1,3.611246424E-1,2.769687523E-2,1.597896648E-3
3.010000000E1,3.719104448E-1,2.117213059E-2,-5.459480214E-3
3.020000000E1,3.842941438E-1,1.944107588E-2,5.326322160E-4
3.030000000E1,3.950799462E-1,2.663161080E-2,-4.261057728E-3
3.040000000E1,3.994741620E-1,2.117213059E-2,-4.660531890E-3
3.050000000E1,3.956125784E-1,2.090581448E-2,-1.238369902E-2
